,epoch,precision,recall,F1_score,Bleu_4,ROUGE_L,CIDEr,loss,reference,candidate
10,11,0.9875,0.833973129,0.904266389,8.849033586,41.90209427,0.642134746,1.611296722,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( Kris S. â€?Dynaformer ) was an American-bred Thoroughbred racehorse and sire . his sire was sired by the most notable .
11,12,0.987612613,0.841650672,0.90880829,9.709533695,42.54698007,0.774161065,1.487069688,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?) was an American-bred Thoroughbred racehorse and sire .
12,13,0.988310308,0.892514395,0.937972769,10.04298063,43.66148015,0.855021942,1.378919685,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( Kris S. â€?Dynaformer ) was a British Thoroughbred racehorse and sire . his sire was the most notable of the Year and sire . his sire was the most notable of the Year and sire . his sire was the most notable .
13,14,0.988030468,0.871401152,0.926058134,10.47865559,43.92259429,0.881935498,1.292635955,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable of the Year ( 2000 Guineas ) . his sire was the most notable of the Year ( 2000 Guineas ) . his sire was the most notable of the Year and sire . his sire was the most notable of the Year and sire . his sire was the most notable of the Year and sire . his sire was the most notable of the Year and sire . his sire was the most notable of the Year and sire
14,15,0.988433228,0.902111324,0.943301555,11.58055752,44.8534772,0.951647587,1.230302828,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was a British Thoroughbred racehorse and sire . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the
15,16,0.988133765,0.879078695,0.930421534,12.27388269,44.64366203,0.880800905,1.169597917,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?) was a British Thoroughbred racehorse and sire . his sire was the most notable .
16,17,0.987485779,0.833013436,0.903695992,12.40043967,45.05318428,0.943993742,1.107873287,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was a British Thoroughbred racehorse and sire . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe in the United States . his sire was the most notable .
17,18,0.987179487,0.812859885,0.891578947,13.07330959,45.25104398,0.971222373,1.021899978,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?Dynaformer ) was a British Thoroughbred racehorse and sire . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe in the United States . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) . his sire was the most notable
18,19,0.987951807,0.865642994,0.922762148,13.60376043,45.43831553,0.968148434,0.953621053,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was a British Thoroughbred racehorse and sire . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) . his sire
19,20,0.98785872,0.858925144,0.91889117,13.6963017,45.77819963,0.956328167,0.884157045,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an Irish-bred Thoroughbred racehorse and sire . his sire was the most notable of the Year and the best of the Year and the St Leger in the United States ( 2000 Guineas ) . his sire was the most notable of the Year and the best of the Year and the St Leger in the United States ( 2000 Guineas ) . his sire was the most notable of the Year and the best of the Year and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) . his sire was the most
20,21,0.987964989,0.866602687,0.923312883,15.21965477,47.04650714,1.041739963,0.825445863,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was a British Thoroughbred racehorse and sire . his sire was the most notable in the United States ( 2000 Guineas ) . his sire was the most notable of the 20th Century in the United States ( 2000 Guineas ) . his sire was the most notable of the 20th Century in the United States ( 2000 Guineas ) . his sire was the most notable of the 20th Century in the United States ( 2000 Guineas ) . his sire was the most notable of the 20th Century in the United States
21,22,0.987542469,0.836852207,0.905974026,15.85293556,47.22352038,1.062815171,0.78089133,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an Irish-bred Thoroughbred racehorse and sire . his sire was the most notable in the United States ( 2000 Guineas ) and the St Leger in the United States ( 2000 Guineas ) and the St Leger in 1962 and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) . his sire was the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the
22,23,0.987570621,0.838771593,0.907109497,17.40584165,48.11736509,1.13600572,0.739745883,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an American-bred Thoroughbred racehorse and sire . he was sired by the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the sire of the 20th Century and the Prix de l'Arc de Triomphe in the United States . his sire was the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the
23,24,0.987341772,0.823416507,0.897959184,17.03623158,47.55089638,1.098465089,0.696450577,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an Irish-bred Thoroughbred racehorse and sire . his sire was the most notable as the best of his progeny included the 2000 Guineas and the St Leger in the United States ( 2000 Guineas ) and the St Leger in 1962 and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas )
24,25,0.987654321,0.84452975,0.910501811,19.50256241,48.89805218,1.198990355,0.660952702,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an American-bred Thoroughbred racehorse and sire . he was sired by the most notable as the favorite in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the
25,26,0.987485779,0.833013436,0.903695992,18.7167476,49.81771977,1.207404916,0.630182374,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an Irish-bred Thoroughbred racehorse and sire . his sire was the most notable as the sire of the Year winner of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire . his sire was the most notable
26,27,0.987804878,0.855086372,0.916666667,19.69252235,49.94880214,1.277416379,0.597722423,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an American-bred Thoroughbred racehorse and sire . the best of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the St Leger in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the
27,28,0.987598647,0.840690979,0.908242613,18.49768355,49.87975492,1.231840568,0.591228448,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an Irish-bred Thoroughbred racehorse and sire . his sire was the most notable as the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire . his sire was the most notable as the sire of the Year and the sire of the Year and the sire of the Year and the sire of the Year and the sire of
28,29,0.987570621,0.838771593,0.907109497,19.00425556,49.91372421,1.278054616,0.578068297,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an American-bred Thoroughbred racehorse and sire . the best of the Year and the sire of the Year and the sire of the Year and the sire of the 20th Century . the most notable was the son of the 20th Century .
