,epoch,precision,recall,F1_score,Bleu_4,ROUGE_L,CIDEr,loss,reference,candidate
10,11,0.987598647,0.840690979,0.908242613,7.971318103,41.28034349,0.68510753,1.508616085,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American-bred Thoroughbred racehorse and sire .
11,12,0.987864078,0.781190019,0.872454448,8.005687378,40.01180892,0.739613157,1.387008611,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Kris S. ( Kris S. â€?Brian's Time ) was an American-bred Thoroughbred racehorse and sire . his sire was sired by the most notable . his sire was sired by the most notable . his sire was sired by the most notable . his sire was sired by the most notable .
12,13,0.987695749,0.847408829,0.912190083,10.1927572,42.78588278,0.793563514,1.301305275,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the
13,14,0.98758465,0.839731286,0.907676349,11.11297008,43.67944931,0.845382127,1.202856334,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?Lear Fan ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the
14,15,0.98758465,0.839731286,0.907676349,12.58717306,44.69153708,0.912810514,1.112494298,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was a British Thoroughbred racehorse and sire . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the
15,16,0.9875,0.833973129,0.904266389,13.08494966,45.27301024,1.003282911,1.037234014,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the
16,17,0.987253766,0.817658349,0.894488189,13.4932425,45.69844845,1.008223545,0.972236126,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the
17,18,0.987297921,0.820537428,0.896226415,14.62778039,46.1211223,1.071418584,0.915160268,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an Irish-bred Thoroughbred racehorse and sire . his sire was the most notable of the Year and the best of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe in the United States . his sire was the most notable
18,19,0.987471526,0.832053743,0.903125,14.56258241,46.63958582,1.114511036,0.861941193,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?Thoroughbred ) was an American-bred Thoroughbred racehorse and sire . among his progeny were ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) .
19,20,0.987528345,0.835892514,0.905405405,15.99612447,47.32877528,1.151822585,0.831062879,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an Irish-bred Thoroughbred racehorse and sire . his sire was the most notable of the Year and the best of his progeny included the ( 2000 Guineas ) . his sire was the most notable of the 20th Century ( 2000 Guineas ) . his sire was the most notable of the 20th Century ( 2000 Guineas ) . his sire was the most notable of the 20th Century ( 2000 Guineas ) . his sire was the most notable of the Year and the best of his progeny included the ( 2000
20,21,0.988445378,0.903071017,0.943831494,15.75066294,46.23508741,0.999859394,0.800925028,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?Thoroughbred ) was a British Thoroughbred racehorse and sire . among his progeny were the most notable ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000
21,22,0.988384372,0.898272553,0.941176471,15.2037895,46.05721534,1.024535076,0.799663554,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an Irish-bred Thoroughbred racehorse and sire . his sire was the most notable in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United
22,23,0.988322718,0.893474088,0.938508065,15.71491417,46.89211738,1.078800574,0.837505033,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an American-bred Thoroughbred racehorse and sire . among his progeny were the most notable in the United States ( 2000 Guineas ) . among his progeny were the most notable in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas )
23,24,0.988335101,0.894433781,0.939042821,12.66679753,44.75408654,0.947321168,0.731165363,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an Irish-bred Thoroughbred racehorse . his sire was the son of the 20th Century . his sire was the son of the 20th Century and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe
24,25,0.988469602,0.904990403,0.94488978,16.23489148,46.40309937,1.025036675,0.639503728,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?Kris S. ) was an American-bred Thoroughbred racehorse and sire . among his progeny were included the Brian's Time ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000
25,26,0.987654321,0.84452975,0.910501811,16.00845452,46.86089174,1.049605301,0.599203768,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable as the sire of the 20th Century . his sire was the most notable as the sire of the 20th Century . his sire was the most notable as the sire of the 20th Century . his sire was the most notable as the sire of the 20th Century . his sire was the most notable as the sire of the 20th Century . his sire was the most notable as the sire of the 20th Century . his sire
26,27,0.988322718,0.893474088,0.938508065,16.15991671,47.10819923,1.071983009,0.577528419,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?Kris S. ) was an American-bred Thoroughbred racehorse and sire . the best of the Year and the St Leger in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in
