,epoch,precision,recall,F1_score,Bleu_4,ROUGE_L,CIDEr,loss,reference,candidate
10,11,0.98625,0.757197697,0.856677524,13.17625644,47.09823837,1.02180469,6.202705833,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?) was an American-bred Thoroughbred racehorse and sire .
11,12,0.98630137,0.760076775,0.858536585,13.64699712,47.69346591,1.086824904,6.087470045,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American Thoroughbred racehorse and sire .
12,13,0.986552567,0.774472169,0.867741935,14.27111559,48.00706755,1.103072363,5.985891488,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable .
13,14,0.986369269,0.763915547,0.861005949,14.63170161,47.86032127,1.096555131,5.89867051,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American Thoroughbred racehorse and sire . his sire was the most notable .
14,15,0.986666667,0.781190019,0.871987145,15.95052344,48.02323239,1.136580535,5.819155027,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable in the United States ( 2000 Guineas ) . his sire was the most notable in the United States ( 2000 Guineas ) . his sire was the most notable in the United States ( 2000 Guineas ) . his sire was the most notable in the United States ( 2000 Guineas ) . his sire was the most notable in the United States ( 2000 Guineas ) . his sire was the most notable in the United States (
15,16,0.986794718,0.788867562,0.8768,16.2296828,48.38207686,1.125099292,5.74664783,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable in the Ascot Gold Cup in the United States ( 2000 Guineas ) . his sire was the most notable in the Ascot Gold Cup in the United States ( 2000 Guineas ) . his sire was the most notable in the Ascot Gold Cup in the United States ( 2000 Guineas ) . his sire was the most notable in the Ascot Gold Cup in the United States ( 2000 Guineas ) . his sire was the most notable in the Ascot Gold Cup in the United States (
16,17,0.986486486,0.770633397,0.865301724,15.75994066,47.39147032,1.073681127,5.677308821,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( foaled 1969 in Kentucky ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable in the United States ( 2000 Guineas ) . his progeny were the most notable was sired by the most notable . his progeny were the most notable was the most notable in the United States ( 2000 Guineas ) . his progeny were the most notable was sired by the most notable . his progeny were the most notable was the most notable in the United States ( 2000 Guineas ) . his progeny were the most notable
17,18,0.987312572,0.821497121,0.89680461,18.23388729,48.74069177,1.144748063,5.617935886,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American-bred Thoroughbred racehorse and sire . he was the most notable in the United States ( 2000 Guineas ) . his sire was the most notable in the United States ( 2000 Guineas ) . his sire was the most notable in the United States ( 2000 Guineas ) . his sire was the most notable in the Ascot Gold Cup in the United States ( 2000 Guineas ) . his sire was the most notable in the Ascot Gold Cup in the United States ( 2000 Guineas ) . his sire was the most notable
18,19,0.987089202,0.807101727,0.888067582,17.46710199,47.95605248,1.125237198,5.564154206,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable in the United States ( 2000 Guineas ) . his progeny were the most notable was sired by the most notable in the United States ( 2000 Guineas ) . his progeny were the most notable was sired by the most notable in the United States ( 2000 Guineas ) . his progeny were the most notable was sired by the most notable in the United States ( 2000 Guineas ) . his progeny were the most notable was sired
19,20,0.987074031,0.806142035,0.88748019,17.30572656,48.21360881,1.11351041,5.515692159,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American-bred Thoroughbred racehorse and sire . he was the most notable in the United States ( 2000 Guineas ) .
20,21,0.987164527,0.811900192,0.890995261,18.63718298,48.00706125,1.13750384,5.471833025,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( foaled 1969 in Kentucky ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable in the United States ( 2000 Guineas ) . his progeny were the most notable offspring was the most notable in the United States ( 2000 Guineas ) . his progeny were the most notable offspring was the most notable in the United States ( 2000 Guineas ) . his progeny were the most notable offspring was the most notable in the United States ( 2000 Guineas ) . his progeny were the most notable offspring was the most
21,22,0.987209302,0.814779271,0.892744479,18.3169214,48.56939527,1.162373527,5.433072291,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an Irish-bred Thoroughbred racehorse and sire . he was the most notable in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) . the best of the most notable was the most notable in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) . the best of the 1969 winner Dynaformer in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the
22,23,0.987253766,0.817658349,0.894488189,19.61732286,48.43298122,1.152815721,5.396868622,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an Irish Thoroughbred racehorse and sire . his sire was the 1969 in the 1969 winner of the 20th Century . his progeny were the most notable offspring was the son of the 20th Century . his progeny were the most notable offspring was the son of the 20th Century . his progeny were the most notable offspring was the son of the 20th Century . his progeny were the most notable offspring was the son of the 20th Century . his progeny were the most notable offspring was the son of the
23,24,0.987681971,0.846449136,0.911627907,19.6218476,48.54861936,1.167770842,5.365063029,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( foaled 1969 in Kentucky ) is an American-bred Thoroughbred racehorse and sire . he was the most notable in the Canadian Horse Racing Hall of Fame of the 1969 winner Kris S. and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United
24,25,0.987268519,0.818618042,0.895068206,18.79814687,47.65240802,1.113005708,5.344551475,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( foaled 1969 in Kentucky ) is a retired Thoroughbred racehorse and sire . his sire was the Brian's Time ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and his ( also 1 ) . his progeny were the most notable offspring was the class of the 20th Century . his sire was the colt of the 20th Century . his sire was the colt of the 20th Century . his sire was the colt of the 20th Century . his sire
25,26,0.987104338,0.80806142,0.888654354,19.33757227,47.8691396,1.135846584,5.3161312,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( foaled 1969 in Kentucky ) was an American-bred Thoroughbred racehorse and sire . his sire was the 1969 in the Canadian Horse Racing Hall of Fame ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States
26,27,0.987428571,0.829174664,0.901408451,19.23787875,47.83662892,1.196659414,5.285331475,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an Irish Thoroughbred racehorse and sire . his sire was the 1969 in the Canadian Horse Racing Hall of Fame ( 2000 Guineas ) . his sire was the most notable offspring was the class of the 20th Century . his sire was the most notable offspring was the colt of his progeny included the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in his . his progeny were the most notable offspring was the colt of his progeny included the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe in the United States ( 2000
27,28,0.987598647,0.840690979,0.908242613,19.45257781,48.11485302,1.179768791,5.255400388,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American-bred Thoroughbred racehorse and sire . his sire was the 1969 in the Canadian Horse Racing Hall of Fame ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in Kentucky . his other progeny were the 1969 winner Kris S. and the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in Kentucky . his other
28,29,0.987872106,0.859884837,0.91944587,20.40161184,48.20189909,1.247071975,5.232009824,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( foaled 1969 in Kentucky ) was an Irish Thoroughbred racehorse and sire . his sire was the Brian's Time ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in his . his progeny were the Brian's Time ( 2000 Guineas ) and his sire was the most notable offspring was the class of the 20th Century . his other progeny were Lear Fan the winners winner Kris S. and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and his sire in the United States ( 2000 Guineas ) and his ( also 1 million ) . his progeny were the Dynaformer and
29,30,0.987978142,0.86756238,0.923863056,20.59695817,48.4428813,1.155679968,5.205666544,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( foaled 1969 in Kentucky ) was an Irish Thoroughbred racehorse and sire . his sire was the 1969 in the Canadian Horse Racing Hall of Fame race horse and sire . his sire was the 1969 in the Canadian Horse Racing Hall of Fame race horse and sire . his sire was the 1969 in the Canadian Horse Racing Hall of Fame race horse and sire . his sire was the 1969 in the Canadian Horse Racing Hall of Fame race horse and sire . his sire was the Brian's Time and the most notable offspring was the colt of the 20th Century . his sire was the colt of the 20th Century . his sire was the colt
30,31,0.987925357,0.863723608,0.921658986,20.26168247,48.91872871,1.19159921,5.183294537,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American-bred Thoroughbred racehorse and sire . his sire was the 1969 in the 1969 winner Brian's Time and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and 1 million ( 2000 Guineas ) and his ( also 1 million ) . his progeny were the 1969 winner Kris S. and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and his progeny were the Brian's Time ( 2000 Guineas ) and 1 million ( 2000 Guineas ) and 1 million ( 2000 Guineas ) and 1 million in his . his progeny
