,epoch,precision,recall,F1_score,Bleu_4,ROUGE_L,CIDEr,loss,reference,candidate
10,11,0.988017429,0.870441459,0.925510204,10.32375811,43.63820845,0.86240424,1.480537578,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?) was a British Thoroughbred racehorse and sire . his sire was sired by the most notable . his sire was sired by the most notable . his sire was sired by the most notable . his sire was sired by the most notable . his sire was sired by the most notable . his sire was sired by the most notable . his sire was sired by the most notable . his sire was sired by the most notable . his sire was sired by the most notable . his sire was sired by the
11,12,0.987570621,0.838771593,0.907109497,9.699310752,43.68927879,0.856501605,1.358829319,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?) was a British Thoroughbred racehorse and sire .
12,13,0.987885463,0.86084453,0.92,12.47224963,45.77583555,1.014643656,1.251682505,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was a British Thoroughbred racehorse and sire . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe and the
13,14,0.987570621,0.838771593,0.907109497,11.79750509,45.65380833,1.01772334,1.162649124,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?) was a British Thoroughbred racehorse and sire .
14,15,0.987442922,0.830134357,0.90198123,13.99377965,46.05505992,0.990623309,1.082207424,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( Thoroughbred â€?2000 ) was a British Thoroughbred racehorse and sire . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of his progeny were ( 2000 Guineas ) . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of his progeny were ( 2000 Guineas ) . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of his progeny were ( 2000 Guineas ) . his sire was the most
15,16,0.987149533,0.810940499,0.890410959,14.48359273,47.69615549,1.067368714,1.010521556,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American Thoroughbred racehorse and sire . he was sired by the most notable . he was sired by the most notable . he was sired by the most notable .
16,17,0.987253766,0.817658349,0.894488189,15.14958451,46.95206979,1.053207003,0.948552882,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( Thoroughbred â€?2000 ) was a British Thoroughbred racehorse and sire . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of his progeny were ( 2000 Guineas ) . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of his progeny were ( 2000 Guineas ) . his sire was the most notable of the Year and the Prix de l'Arc de Triomphe of the Year and the Prix de l'Arc de Triomphe of his progeny were ( 2000 Guineas ) . his sire was the most
17,18,0.987089202,0.807101727,0.888067582,16.6890055,48.8276135,1.193972665,0.893788124,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American Thoroughbred racehorse and sire . he was sired by the most notable ( 2000 Guineas ) .
18,19,0.987341772,0.823416507,0.897959184,17.39866098,47.20402413,1.152904459,0.854063337,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( Thoroughbred â€?2000 ) was a British Thoroughbred racehorse and sire . his sire was the most notable of the Year and the best of his progeny included the ( 2000 Guineas ) and the Prix de l'Arc de Triomphe of his progeny included the ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000
19,20,0.987612613,0.841650672,0.90880829,16.86980372,48.00688848,1.154682587,0.825417991,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( Thoroughbred â€?) was an American Thoroughbred racehorse and sire . his sire was the most notable of the 20th Century in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe
20,21,0.988529718,0.909788868,0.947526237,13.07677448,44.6921278,0.915020808,0.800333248,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?Brian's Time ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable
21,22,0.987149533,0.810940499,0.890410959,13.14359816,44.28936198,0.855462405,0.832385068,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( Thoroughbred â€?) was an American Thoroughbred racehorse . his sire was the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most
22,23,0.988517745,0.908829175,0.947,12.48295074,45.24127095,1.043898035,0.885645158,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?Brian's Time ) was a British Thoroughbred racehorse and sire . his sire was the most notable in the United States ( 2000 Guineas ) and the ( Prix de l'Arc de Triomphe in 1992 ) . his progeny included the most notable ( 2000 Guineas ) and the ( Prix de l'Arc de Triomphe in 1992 ) . his progeny included the most notable ( 2000 Guineas ) and the ( Prix de l'Arc de Triomphe in 1992 ) . his progeny included the most notable ( 2000 Guineas ) and the ( Prix de l'Arc de Triomphe in 1992 ) . his progeny included the most notable ( 2000 Guineas )
23,24,0.987912088,0.862763916,0.921106557,15.38263144,46.86425351,1.039461487,0.725568339,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an American Thoroughbred racehorse who in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe
24,25,0.988235294,0.886756238,0.934749621,15.72786141,46.50966682,1.038722738,0.635918217,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?1969 ) was an American-bred British-trained Thoroughbred racehorse and sire . his sire was the most notable as the best of his progeny included the Prix de l'Arc de Triomphe and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in
25,26,0.98808234,0.875239923,0.928244275,16.07607365,47.768466,1.085975782,0.601959619,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an American Thoroughbred racehorse . his sire was the most notable as the best of his progeny included the Belmont Stakes and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States
26,27,0.98805646,0.873320537,0.927152318,17.90315287,48.39447796,1.162178974,0.556704769,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?Brian's Time ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable as the most notable
27,28,0.987845304,0.857965451,0.918335901,16.27812804,47.48903054,1.146074669,0.510750904,Roberto (horse) ( March 16 1969 â€?August 2 1988 ) was an American-bred Irish-trained Thoroughbred Champion racehorse . among his notable offspring were 1988 Eclipse Award turf champion Sunshine Forever Real Shadai the leading sire in Japan in 1993 Brian's Time who sired 1994 Japanese Triple Crown winner and voted Japanese Horse of the Year Narita Brian Australia Melbourne Cup winner At Talaq British Classic winner Touching Wood outstanding sire Kris S. who produced five Breeders' Cup winners leading European miler and successful American turf sire Lear Fan and Dynaformer who sired 2006 Kentucky Derby winner Barbaro .,Roberto (horse) ( 1969 â€?2000 ) was an American-bred Thoroughbred racehorse and sire . his sire was the most notable as the best of his progeny included the Belmont Stakes and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the United States ( 2000 Guineas ) and the Prix de l'Arc de Triomphe in the
